Material,Engagement [mm],Fastener [Mx],Pullout Load [N],Assembly Torque [Nm],100% Torque [Nm]
Aluminum 7075-T6/T651,28.6,48,421027.92,2627.2,4041.9
Aluminum 7075-T6/T651,28.6,52,458659.86,3100.5,4770.1
Aluminum 7075-T6/T651,28.6,56,493243.87,3590.8,5524.3
Aluminum 7075-T6/T651,28.6,60,530875.8,4140.8,6370.5
Aluminum 7075-T6/T651,28.6,64,565450.47,4704.6,7237.8
Aluminum 7075-T6/T651,28.6,68,603082.4,5331.3,8201.9
Aluminum 7075-T6/T651,31.8,30,289840.16,1130.4,1739.0
Aluminum 7075-T6/T651,31.8,33,321200.55,1378.0,2119.9
Aluminum 7075-T6/T651,31.8,36,349162.94,1634.1,2514.0
Aluminum 7075-T6/T651,31.8,39,380523.33,1929.2,2968.1
Aluminum 7075-T6/T651,31.8,42,408486.17,2230.3,3431.3
Aluminum 7075-T6/T651,31.8,45,439846.11,2573.1,3958.6
Aluminum 7075-T6/T651,31.8,48,467808.95,2919.1,4491.0
Aluminum 7075-T6/T651,31.8,52,509622.21,3445.0,5300.1
Aluminum 7075-T6/T651,31.8,56,548048.59,3989.8,6138.1
Aluminum 7075-T6/T651,31.8,60,589862.3,4600.9,7078.4
Aluminum 7075-T6/T651,31.8,64,628278.45,5227.3,8042.0
Aluminum 7075-T6/T651,31.8,68,670091.71,5923.6,9113.3
Aluminum 7075-T6/T651,34.9,33,353320.25,1515.7,2331.9
Aluminum 7075-T6/T651,34.9,36,384079.24,1797.5,2765.4
Aluminum 7075-T6/T651,34.9,39,418575.62,2122.2,3264.9
Aluminum 7075-T6/T651,34.9,42,449334.61,2453.4,3774.4
Aluminum 7075-T6/T651,34.9,45,483830.55,2830.4,4354.5
Aluminum 7075-T6/T651,34.9,48,514589.54,3211.0,4940.1
Aluminum 7075-T6/T651,34.9,52,560584.56,3789.6,5830.1
Aluminum 7075-T6/T651,34.9,56,602853.77,4388.8,6752.0
Aluminum 7075-T6/T651,34.9,60,648848.35,5061.0,7786.2
Aluminum 7075-T6/T651,34.9,64,691105.98,5750.0,8846.2
Aluminum 7075-T6/T651,34.9,68,737101.01,6516.0,10024.6
Aluminum 7075-T6/T651,38.1,36,418995.98,1960.9,3016.8
Aluminum 7075-T6/T651,38.1,39,456627.91,2315.1,3561.7
Aluminum 7075-T6/T651,38.1,42,490183.05,2676.4,4117.5
Aluminum 7075-T6/T651,38.1,45,527815.43,3087.7,4750.3
Aluminum 7075-T6/T651,38.1,48,561370.57,3503.0,5389.2
Aluminum 7075-T6/T651,38.1,52,611546.47,4134.1,6360.1
Aluminum 7075-T6/T651,38.1,56,657658.49,4787.8,7365.8
Aluminum 7075-T6/T651,38.1,60,707834.85,5521.1,8494.0
Aluminum 7075-T6/T651,38.1,64,753933.96,6272.7,9650.4
Aluminum 7075-T6/T651,38.1,68,804109.87,7108.3,10935.9
Aluminum 7075-T6/T651,44.4,42,571880.37,3122.5,4803.8
Aluminum 7075-T6/T651,44.4,45,615784.29,3602.3,5542.1
Aluminum 7075-T6/T651,44.4,48,654932.18,4086.8,6287.4
Aluminum 7075-T6/T651,44.4,52,713471.18,4823.1,7420.1
Aluminum 7075-T6/T651,44.4,56,767268.39,5585.7,8593.4
Aluminum 7075-T6/T651,44.4,60,825806.95,6441.3,9909.7
Aluminum 7075-T6/T651,44.4,64,879589.47,7318.2,11258.8
Aluminum 7075-T6/T651,44.4,68,938128.48,8293.1,12758.6
Aluminum 7075-T6/T651,50.8,48,748494.24,4670.6,7185.6
Aluminum 7075-T6/T651,50.8,52,815395.45,5512.1,8480.1
Aluminum 7075-T6/T651,50.8,56,876877.84,6383.7,9821.0
Aluminum 7075-T6/T651,50.8,60,943779.5,7361.5,11325.4
Aluminum 7075-T6/T651,50.8,64,1005245.43,8363.6,12867.2
Aluminum 7075-T6/T651,50.8,68,1072146.64,9477.8,14581.2
